Order_ID,Order_Date,Region,State,Product_Category,Product_Name,Sales_Amount,Quantity,Profit,Customer_Segment,Salesperson
4612,2025-02-19,North,Haryana,Electronics,Headphones,2240,5,623.12,Corporate,Meena
4613,2025-08-08,South,Kerala,Furniture,Table,4833,3,1394.04,Home Office,Rahul
4614,2024-09-16,North,Delhi,Electronics,Tablet,17460,10,4684.98,Corporate,Priya
4615,2025-04-15,North,Punjab,Furniture,Desk,8176,8,1606.56,Home Office,Arjun
4616,2025-07-28,East,West Bengal,Office Supplies,Paper,7994,7,884.58,Corporate,Anjali
4617,2026-01-22,East,West Bengal,Furniture,Table,1839,3,534.66,Corporate,Anjali
4618,2024-05-02,South,Karnataka,Electronics,Headphones,5049,3,1002.22,Corporate,Amit
4619,2025-11-18,North,Delhi,Office Supplies,Notebook,2808,3,283.02,Corporate,Arjun
4620,2024-03-21,South,Kerala,Electronics,Tablet,3110,5,694.71,Home Office,Vikram
4621,2025-08-26,West,Rajasthan,Electronics,Mobile,3772,2,1060.22,Corporate,Amit
4622,2024-12-11,East,Odisha,Office Supplies,Paper,18580,10,4147.58,Corporate,Rohit
4623,2024-08-04,East,Odisha,Electronics,Headphones,5826,3,322.52,Consumer,Arjun
4624,2025-07-13,West,Gujarat,Office Supplies,Paper,1072,4,236.83,Corporate,Anjali
4625,2025-09-30,South,Karnataka,Office Supplies,Paper,12278,7,2723.63,Corporate,Anjali
4626,2024-06-24,West,Gujarat,Electronics,Laptop,1476,1,217.25,Corporate,Arjun
4627,2024-09-15,East,Bihar,Office Supplies,Printer,1944,4,540.51,Consumer,Vikram
4628,2025-06-11,East,Odisha,Furniture,Desk,2718,9,693.2,Corporate,Rahul
4629,2024-12-05,West,Maharashtra,Furniture,Chair,4380,10,1153.69,Home Office,Vikram
4630,2024-11-11,East,Bihar,Office Supplies,Notebook,7074,6,1229.65,Consumer,Priya
4631,2025-02-08,West,Maharashtra,Furniture,Table,14733,9,2943.6,Consumer,Arjun
4632,2024-03-19,West,Rajasthan,Office Supplies,Pen,15296,8,1090.87,Home Office,Arjun
4633,2024-04-22,North,Haryana,Electronics,Laptop,6104,7,1069.24,Corporate,Rahul
4634,2024-09-10,East,West Bengal,Electronics,Headphones,386,1,66.85,Consumer,Meena
4635,2026-01-24,West,Maharashtra,Office Supplies,Printer,7137,9,512.23,Consumer,Priya
4636,2025-02-09,South,Kerala,Furniture,Desk,8195,5,495.92,Home Office,Rahul
4637,2025-05-09,West,Rajasthan,Office Supplies,Paper,15530,10,1031.79,Corporate,Amit
4638,2024-11-16,South,Tamil Nadu,Furniture,Chair,10359,9,1676.13,Corporate,Amit
4639,2025-03-25,East,West Bengal,Electronics,Tablet,4132,4,300.86,Home Office,Vikram
4640,2024-05-15,West,Maharashtra,Electronics,Mobile,2270,2,355.13,Consumer,Vikram
4641,2025-04-17,West,Maharashtra,Electronics,Tablet,14464,8,1050.2,Corporate,Meena
4642,2025-01-04,East,Odisha,Office Supplies,Notebook,11648,7,1574.78,Home Office,Karan
4643,2025-05-25,South,Karnataka,Office Supplies,Paper,3180,4,951.25,Home Office,Sneha
4644,2024-06-22,South,Karnataka,Furniture,Table,13167,7,3370.18,Home Office,Amit
4645,2024-05-10,West,Maharashtra,Electronics,Tablet,447,3,67.77,Home Office,Amit
4646,2025-02-14,South,Kerala,Office Supplies,Notebook,1031,1,164.88,Corporate,Karan
4647,2025-01-03,East,Bihar,Office Supplies,Printer,1876,2,433.05,Consumer,Rohit
4648,2025-12-17,South,Tamil Nadu,Office Supplies,Notebook,2816,2,627.54,Home Office,Meena
4649,2024-04-03,East,Odisha,Furniture,Desk,12699,9,1457.24,Corporate,Amit
4650,2025-04-28,East,Bihar,Office Supplies,Notebook,3888,8,742.46,Home Office,Meena
4651,2024-10-28,West,Gujarat,Office Supplies,Paper,3297,7,487.88,Corporate,Rahul
4652,2025-04-23,South,Karnataka,Electronics,Headphones,11082,6,2367.8,Home Office,Amit
4653,2025-09-19,South,Tamil Nadu,Furniture,Sofa,2062,2,372.57,Corporate,Sneha
4654,2025-12-21,South,Kerala,Furniture,Chair,9656,8,1956.72,Consumer,Rohit
4655,2025-02-03,North,Delhi,Electronics,Laptop,3870,6,291.41,Corporate,Meena
4656,2024-07-23,West,Maharashtra,Electronics,Mobile,5940,4,297.1,Home Office,Rahul
4657,2024-05-18,West,Gujarat,Furniture,Sofa,2770,5,452.93,Corporate,Rohit
4658,2024-09-16,North,Delhi,Office Supplies,Notebook,1881,3,95.08,Home Office,Arjun
4659,2025-01-15,North,Haryana,Electronics,Mobile,4580,10,336.29,Home Office,Rohit
4660,2025-03-30,South,Karnataka,Furniture,Sofa,9464,8,2492.82,Corporate,Vikram
4661,2025-03-04,East,Odisha,Furniture,Desk,352,2,41.62,Consumer,Arjun
4662,2025-02-13,North,Delhi,Furniture,Sofa,4008,3,267.51,Corporate,Anjali
4663,2025-01-14,East,Odisha,Electronics,Laptop,847,7,142.14,Consumer,Priya
4664,2025-07-23,South,Kerala,Office Supplies,Paper,896,8,178.31,Corporate,Arjun
4665,2025-10-01,North,Haryana,Electronics,Tablet,11646,9,1747.62,Home Office,Arjun
4666,2025-01-13,North,Delhi,Electronics,Headphones,1992,8,219.54,Corporate,Rahul
4667,2025-10-20,East,Bihar,Office Supplies,Paper,786,1,112.23,Consumer,Vikram
4668,2024-11-13,West,Gujarat,Office Supplies,Pen,16182,9,3882.15,Consumer,Karan
4669,2024-07-21,West,Rajasthan,Office Supplies,Paper,550,1,148.73,Corporate,Sneha
4670,2025-06-14,South,Karnataka,Furniture,Sofa,7364,7,1319.5,Home Office,Vikram
4671,2024-09-25,South,Telangana,Electronics,Mobile,806,2,167.56,Home Office,Rahul
4672,2024-05-18,South,Tamil Nadu,Furniture,Desk,777,3,171.58,Home Office,Anjali
4673,2024-08-03,West,Gujarat,Furniture,Desk,606,6,121.97,Corporate,Arjun
4674,2025-12-26,South,Karnataka,Furniture,Table,2994,6,555.74,Home Office,Meena
4675,2024-05-05,South,Tamil Nadu,Furniture,Sofa,5274,6,1035.45,Home Office,Rohit
4676,2024-09-28,South,Kerala,Electronics,Tablet,8120,10,1883.28,Consumer,Amit
4677,2024-11-04,South,Karnataka,Office Supplies,Pen,4356,9,542.76,Home Office,Arjun
4678,2025-09-22,North,UP,Electronics,Mobile,7235,5,682.28,Home Office,Amit
4679,2025-09-14,South,Tamil Nadu,Electronics,Tablet,15264,8,3151.53,Corporate,Karan
4680,2024-11-10,East,West Bengal,Office Supplies,Pen,2486,2,176.35,Home Office,Meena
4681,2025-05-12,South,Telangana,Electronics,Headphones,5115,3,1289.81,Home Office,Anjali
4682,2024-09-15,South,Tamil Nadu,Electronics,Laptop,11730,6,641.35,Consumer,Arjun
4683,2025-10-03,West,Maharashtra,Furniture,Sofa,5320,5,514.72,Consumer,Karan
4684,2024-04-16,South,Tamil Nadu,Furniture,Desk,1168,2,267.44,Corporate,Amit
4685,2024-08-17,South,Karnataka,Electronics,Laptop,14148,9,1557.96,Consumer,Arjun
4686,2025-02-25,North,Delhi,Furniture,Desk,1785,3,227.08,Corporate,Vikram
4687,2024-09-19,North,Punjab,Furniture,Desk,3170,5,328.13,Corporate,Sneha
4688,2025-12-10,West,Gujarat,Electronics,Headphones,5094,3,259.9,Corporate,Amit
4689,2025-07-29,West,Gujarat,Furniture,Chair,1683,9,175.55,Corporate,Rahul
4690,2025-09-08,South,Kerala,Office Supplies,Notebook,17300,10,4490.76,Home Office,Priya
4691,2024-07-24,South,Telangana,Office Supplies,Paper,2412,6,639.74,Home Office,Sneha
4692,2024-06-21,East,Bihar,Electronics,Tablet,248,1,35.57,Home Office,Meena
4693,2024-11-27,West,Maharashtra,Electronics,Laptop,1944,8,432.34,Home Office,Priya
4694,2025-12-19,West,Gujarat,Furniture,Chair,1786,2,169.95,Consumer,Vikram
4695,2025-04-17,North,Punjab,Furniture,Chair,3472,4,982.94,Home Office,Rohit
4696,2024-11-30,South,Kerala,Office Supplies,Pen,11880,6,3005.2,Corporate,Karan
4697,2024-10-23,North,Delhi,Office Supplies,Pen,9852,6,1273.95,Home Office,Meena
4698,2025-05-16,South,Telangana,Office Supplies,Notebook,1079,1,56.15,Home Office,Rahul
4699,2026-01-27,North,Delhi,Electronics,Headphones,6288,4,463.43,Consumer,Sneha
4700,2025-05-23,South,Telangana,Furniture,Sofa,9597,7,2448.4,Consumer,Meena
4701,2024-06-06,South,Kerala,Furniture,Sofa,3248,4,277.03,Consumer,Priya
4702,2024-07-13,South,Telangana,Electronics,Mobile,2712,4,778.71,Consumer,Priya
4703,2024-06-19,South,Telangana,Office Supplies,Paper,4284,6,613.7,Home Office,Sneha
4704,2026-03-03,West,Maharashtra,Electronics,Tablet,7605,9,1689.33,Corporate,Priya
4705,2024-10-17,North,Punjab,Furniture,Table,575,1,58.04,Corporate,Karan
4706,2024-11-18,West,Maharashtra,Office Supplies,Printer,3003,3,189.42,Consumer,Meena
4707,2025-11-28,South,Tamil Nadu,Furniture,Chair,2180,4,268.7,Home Office,Priya
4708,2024-12-22,North,Haryana,Furniture,Desk,1101,3,319.76,Home Office,Arjun
4709,2024-05-21,South,Karnataka,Office Supplies,Printer,1104,6,310.52,Corporate,Vikram
4710,2025-12-23,North,Haryana,Furniture,Desk,17660,10,1560.33,Consumer,Anjali
4711,2025-04-02,North,Delhi,Furniture,Table,11853,9,2260.95,Consumer,Anjali
4712,2025-12-23,North,Punjab,Electronics,Tablet,10150,10,2149.61,Consumer,Priya
4713,2024-08-19,West,Maharashtra,Furniture,Table,5040,10,1252.44,Corporate,Meena
4714,2025-07-22,South,Telangana,Electronics,Headphones,17100,10,2936.67,Corporate,Vikram
4715,2024-12-16,West,Gujarat,Office Supplies,Paper,3488,4,994.64,Consumer,Priya
4716,2024-10-29,South,Karnataka,Office Supplies,Pen,1590,3,188.3,Consumer,Meena
4717,2025-01-10,East,Bihar,Office Supplies,Notebook,6480,4,345.47,Consumer,Rohit
4718,2025-11-04,West,Maharashtra,Furniture,Sofa,5696,4,1339.89,Consumer,Meena
4719,2025-06-09,West,Maharashtra,Office Supplies,Printer,1844,1,341.68,Home Office,Karan
4720,2026-02-28,North,Haryana,Furniture,Chair,11961,9,3350.07,Home Office,Meena
4721,2025-04-20,North,Punjab,Furniture,Chair,4515,5,607.3,Corporate,Amit
4722,2026-02-22,West,Gujarat,Electronics,Laptop,8046,9,2198.46,Consumer,Rahul
4723,2024-06-13,East,Bihar,Furniture,Desk,3686,2,522.71,Corporate,Vikram
4724,2024-05-16,South,Karnataka,Office Supplies,Printer,384,1,28.82,Consumer,Priya
4725,2025-03-02,East,Odisha,Furniture,Table,2752,4,780.14,Corporate,Anjali
4726,2024-11-28,West,Gujarat,Electronics,Tablet,6720,5,1887.74,Corporate,Rohit
4727,2025-01-22,North,Punjab,Office Supplies,Printer,2824,8,417.86,Consumer,Sneha
4728,2024-03-26,West,Rajasthan,Furniture,Desk,7184,8,1282.56,Corporate,Karan
4729,2024-05-10,East,Bihar,Electronics,Mobile,1467,3,178.57,Corporate,Meena
4730,2024-03-13,West,Maharashtra,Electronics,Headphones,8685,9,556.03,Corporate,Anjali
4731,2024-03-13,West,Maharashtra,Furniture,Sofa,12104,8,2722.99,Home Office,Arjun
4732,2024-05-18,West,Maharashtra,Electronics,Mobile,7370,5,380.29,Corporate,Rohit
4733,2025-07-21,East,Odisha,Office Supplies,Paper,1504,1,202.72,Consumer,Vikram
4734,2024-07-03,South,Kerala,Electronics,Mobile,1428,3,195.8,Home Office,Karan
4735,2025-08-06,West,Gujarat,Office Supplies,Notebook,3044,2,340.95,Consumer,Meena
4736,2025-08-21,South,Tamil Nadu,Office Supplies,Paper,3192,2,455.91,Consumer,Sneha
4737,2024-03-06,South,Telangana,Office Supplies,Printer,7655,5,999.99,Home Office,Rohit
4738,2025-09-05,South,Tamil Nadu,Office Supplies,Pen,3370,2,324.63,Home Office,Meena
4739,2025-12-25,West,Rajasthan,Electronics,Headphones,13958,7,2018.89,Consumer,Amit
4740,2025-06-08,South,Karnataka,Furniture,Desk,1632,8,249.45,Home Office,Rohit
4741,2024-10-22,South,Tamil Nadu,Office Supplies,Pen,2862,3,351.15,Consumer,Priya
4742,2024-03-14,West,Maharashtra,Electronics,Tablet,5940,4,741.27,Consumer,Amit
4743,2024-12-12,West,Maharashtra,Electronics,Tablet,318,2,25.76,Corporate,Amit
4744,2025-02-09,North,Haryana,Electronics,Tablet,6972,6,712.08,Consumer,Rahul
4745,2024-08-04,West,Maharashtra,Electronics,Laptop,2093,7,385.62,Consumer,Amit
4746,2024-07-30,North,Punjab,Office Supplies,Notebook,12294,9,2525.57,Consumer,Meena
4747,2025-02-16,North,Punjab,Electronics,Headphones,2303,7,289.25,Consumer,Priya
4748,2025-02-16,North,Haryana,Furniture,Chair,7955,5,759.03,Consumer,Sneha
4749,2024-09-25,South,Telangana,Furniture,Desk,3848,8,976.46,Corporate,Amit
4750,2024-05-12,West,Rajasthan,Office Supplies,Pen,11850,6,2140.81,Consumer,Rohit
4751,2026-02-03,East,West Bengal,Furniture,Table,6584,4,1908.1,Home Office,Rohit
4752,2024-12-30,West,Maharashtra,Electronics,Tablet,9716,7,1147.44,Consumer,Rahul
4753,2024-05-16,South,Tamil Nadu,Electronics,Headphones,17790,10,4583.68,Corporate,Amit
4754,2025-09-09,North,Delhi,Furniture,Desk,4805,5,1142.14,Consumer,Anjali
4755,2025-11-12,South,Karnataka,Furniture,Table,767,1,74.58,Home Office,Vikram
4756,2025-10-30,South,Tamil Nadu,Furniture,Sofa,2656,8,260.98,Consumer,Arjun
4757,2025-05-21,South,Telangana,Electronics,Tablet,2496,6,322.78,Consumer,Sneha
4758,2024-07-15,West,Rajasthan,Electronics,Laptop,6480,8,1240.33,Consumer,Rahul
4759,2024-11-19,South,Karnataka,Furniture,Chair,2900,5,658.17,Home Office,Priya
4760,2024-07-20,East,Odisha,Office Supplies,Notebook,3417,3,503.36,Consumer,Meena
4761,2025-02-18,South,Karnataka,Furniture,Table,6104,7,1593.77,Consumer,Vikram
4762,2024-10-23,East,Bihar,Furniture,Table,551,1,60.63,Home Office,Meena
4763,2025-09-09,North,UP,Furniture,Sofa,18350,10,3858.89,Consumer,Arjun
4764,2024-07-13,East,Bihar,Furniture,Desk,10374,7,1942.98,Home Office,Vikram
4765,2025-11-22,West,Maharashtra,Office Supplies,Notebook,12496,8,745.17,Consumer,Priya
4766,2025-07-29,North,Haryana,Office Supplies,Notebook,4816,8,270.33,Consumer,Arjun
4767,2024-04-03,South,Tamil Nadu,Electronics,Laptop,11592,7,1167.26,Home Office,Vikram
4768,2025-12-29,North,Delhi,Electronics,Headphones,1939,7,547.6,Consumer,Karan
4769,2024-06-12,East,West Bengal,Office Supplies,Paper,4320,3,627.35,Home Office,Rahul
4770,2025-07-16,East,West Bengal,Office Supplies,Printer,11697,7,3100.59,Home Office,Sneha
4771,2024-10-28,South,Karnataka,Furniture,Chair,9583,7,1929.61,Consumer,Sneha
4772,2024-08-24,North,UP,Electronics,Laptop,2730,5,761.06,Corporate,Sneha
4773,2024-12-30,North,Punjab,Furniture,Desk,7955,5,901.01,Consumer,Arjun
4774,2025-06-02,North,Delhi,Office Supplies,Printer,2250,5,148.34,Home Office,Rohit
4775,2025-11-20,South,Tamil Nadu,Office Supplies,Notebook,4041,3,321.81,Home Office,Priya
4776,2024-04-29,South,Kerala,Office Supplies,Pen,1481,1,375.66,Corporate,Priya
4777,2024-03-08,West,Gujarat,Office Supplies,Pen,1554,1,370.99,Consumer,Anjali
4778,2025-04-20,North,Delhi,Office Supplies,Printer,5226,3,1444.71,Corporate,Rohit
4779,2024-03-29,North,Haryana,Office Supplies,Pen,5804,4,797.35,Corporate,Amit
4780,2024-03-22,South,Telangana,Office Supplies,Pen,910,7,191.19,Consumer,Arjun
4781,2024-10-08,North,Haryana,Office Supplies,Printer,5392,4,785.43,Consumer,Arjun
4782,2026-01-14,West,Maharashtra,Electronics,Laptop,1977,1,468.27,Consumer,Sneha
4783,2024-09-29,North,Punjab,Office Supplies,Pen,10843,7,933.78,Home Office,Sneha
4784,2024-06-28,South,Karnataka,Furniture,Table,9810,6,544.83,Home Office,Vikram
4785,2025-10-07,East,West Bengal,Office Supplies,Paper,1445,1,250.38,Home Office,Priya
4786,2024-05-18,South,Karnataka,Furniture,Desk,10654,7,3069.79,Home Office,Karan
4787,2024-10-18,West,Gujarat,Office Supplies,Paper,10605,7,2206.99,Corporate,Vikram
4788,2025-12-13,North,Haryana,Furniture,Chair,2704,4,675.69,Consumer,Priya
4789,2024-11-22,West,Gujarat,Furniture,Table,1565,1,321.55,Home Office,Amit
4790,2024-08-03,West,Maharashtra,Office Supplies,Paper,1308,6,250.54,Consumer,Karan
4791,2025-06-15,South,Karnataka,Electronics,Headphones,17960,10,4679.75,Consumer,Sneha
4792,2025-08-12,East,West Bengal,Furniture,Table,11290,10,2207.51,Home Office,Meena
4793,2024-04-27,East,Bihar,Furniture,Table,967,1,240.1,Corporate,Arjun
4794,2024-08-07,West,Gujarat,Electronics,Tablet,338,2,47.54,Corporate,Priya
4795,2025-03-16,West,Maharashtra,Furniture,Desk,7840,5,1660.81,Home Office,Arjun
4796,2024-06-06,South,Tamil Nadu,Furniture,Chair,2580,3,268.27,Corporate,Priya
4797,2025-10-24,South,Kerala,Electronics,Headphones,8760,10,1338.15,Corporate,Priya
4798,2026-02-16,West,Gujarat,Electronics,Tablet,5793,3,1542.5,Home Office,Karan
4799,2024-10-26,North,Delhi,Furniture,Sofa,5058,9,848.2,Home Office,Rahul
4800,2024-08-27,West,Gujarat,Electronics,Headphones,12872,8,1116.18,Consumer,Anjali
4801,2025-01-10,East,Bihar,Office Supplies,Paper,1636,1,393.72,Corporate,Rohit
4802,2026-01-28,South,Tamil Nadu,Office Supplies,Printer,2400,10,460.72,Corporate,Rahul
4803,2025-11-01,North,Haryana,Office Supplies,Paper,3950,2,610.93,Consumer,Rohit
4804,2024-04-22,West,Rajasthan,Electronics,Tablet,3708,9,601.82,Home Office,Rahul
4805,2025-07-24,South,Tamil Nadu,Furniture,Chair,10818,9,2591.68,Consumer,Arjun
4806,2024-12-20,West,Rajasthan,Furniture,Table,9762,6,1873.37,Consumer,Meena
4807,2025-03-10,South,Karnataka,Office Supplies,Paper,3850,10,948.43,Consumer,Amit
4808,2024-04-20,West,Maharashtra,Furniture,Sofa,2433,3,648.04,Home Office,Vikram
4809,2025-12-30,South,Kerala,Office Supplies,Pen,4926,3,1141.3,Corporate,Anjali
4810,2024-04-01,East,Odisha,Electronics,Laptop,702,1,190.71,Home Office,Karan
4811,2025-03-05,East,Odisha,Office Supplies,Paper,1345,5,195.57,Consumer,Amit
4812,2025-01-10,East,Odisha,Furniture,Chair,4865,7,799.29,Home Office,Arjun
4813,2024-03-11,West,Maharashtra,Office Supplies,Pen,224,1,15.66,Consumer,Karan
4814,2024-07-14,North,Haryana,Office Supplies,Printer,12320,8,2626.56,Home Office,Meena
4815,2025-08-07,East,Bihar,Furniture,Chair,3278,2,684.06,Home Office,Priya
4816,2025-06-11,East,Bihar,Electronics,Mobile,9345,7,793.74,Home Office,Rohit
4817,2025-07-20,East,Bihar,Electronics,Headphones,3556,7,1042.99,Home Office,Vikram
4818,2025-04-26,West,Gujarat,Electronics,Headphones,3241,7,344.42,Corporate,Sneha
4819,2025-11-13,East,West Bengal,Office Supplies,Printer,13811,7,1456.27,Home Office,Amit
4820,2025-04-24,East,Bihar,Electronics,Tablet,2360,2,348.61,Corporate,Vikram
4821,2026-02-18,West,Gujarat,Furniture,Desk,1730,5,452.82,Corporate,Anjali
4822,2024-09-25,South,Telangana,Electronics,Laptop,13856,8,3052.63,Consumer,Meena
4823,2025-11-27,East,Odisha,Furniture,Sofa,7904,4,644.5,Corporate,Arjun
4824,2024-08-28,South,Karnataka,Furniture,Chair,2780,2,152.52,Consumer,Rohit
4825,2024-07-07,South,Kerala,Furniture,Sofa,5301,3,572.96,Home Office,Arjun
4826,2025-10-15,West,Maharashtra,Furniture,Desk,2740,5,793.86,Consumer,Amit
4827,2025-04-23,East,West Bengal,Furniture,Table,3598,7,604.05,Home Office,Meena
4828,2026-02-10,East,Bihar,Electronics,Laptop,9650,10,2570.12,Consumer,Rohit
4829,2025-05-14,East,West Bengal,Office Supplies,Printer,1929,3,247.24,Home Office,Amit
4830,2025-05-14,North,UP,Electronics,Laptop,1824,4,454.73,Home Office,Priya
4831,2024-06-12,West,Gujarat,Furniture,Desk,4865,5,728.24,Consumer,Rohit
4832,2025-07-22,West,Maharashtra,Furniture,Sofa,2058,6,606.68,Home Office,Priya
4833,2026-01-07,East,Odisha,Office Supplies,Paper,2724,4,527.13,Consumer,Karan
4834,2024-06-17,West,Gujarat,Electronics,Tablet,1747,1,304.75,Corporate,Meena
4835,2025-02-10,North,Delhi,Furniture,Chair,2016,7,359.69,Consumer,Anjali
4836,2025-06-10,East,Bihar,Electronics,Headphones,642,3,83.5,Consumer,Priya
4837,2024-07-30,West,Gujarat,Electronics,Tablet,342,3,94.01,Home Office,Amit
4838,2024-08-19,South,Tamil Nadu,Office Supplies,Printer,2110,2,410.87,Corporate,Rahul
4839,2025-04-07,North,Haryana,Office Supplies,Printer,6342,7,807.59,Home Office,Rohit
4840,2026-01-14,South,Karnataka,Electronics,Laptop,448,1,39.83,Home Office,Rahul
4841,2024-05-24,West,Rajasthan,Office Supplies,Notebook,4578,7,1304.52,Consumer,Sneha
4842,2025-03-01,East,West Bengal,Office Supplies,Notebook,19060,10,3331.13,Home Office,Rohit
4843,2025-02-12,South,Kerala,Furniture,Sofa,273,1,50.9,Corporate,Arjun
4844,2025-10-17,North,Delhi,Furniture,Chair,3682,2,235.51,Consumer,Priya
4845,2025-12-18,West,Rajasthan,Electronics,Mobile,4552,4,753.58,Home Office,Rohit
4846,2024-08-21,South,Telangana,Electronics,Tablet,5864,8,1280.39,Corporate,Priya
4847,2025-11-09,East,Odisha,Electronics,Tablet,816,6,134.59,Corporate,Karan
4848,2025-05-26,North,UP,Electronics,Headphones,10728,9,2815.63,Home Office,Sneha
4849,2025-08-29,West,Rajasthan,Electronics,Mobile,2736,6,543.59,Consumer,Karan
4850,2025-10-11,West,Rajasthan,Electronics,Laptop,2115,3,591.7,Consumer,Rahul
4851,2025-07-11,East,Odisha,Furniture,Desk,7735,7,619.74,Consumer,Rahul
4852,2025-05-13,South,Kerala,Electronics,Mobile,13851,9,2654.97,Home Office,Vikram
4853,2025-06-09,North,Punjab,Furniture,Sofa,7055,5,640.29,Corporate,Arjun
4854,2025-09-30,South,Telangana,Furniture,Table,18460,10,5062.91,Corporate,Rahul
4855,2025-11-10,West,Maharashtra,Furniture,Desk,8721,9,1434.87,Consumer,Amit
4856,2025-02-15,West,Maharashtra,Electronics,Laptop,1050,7,256.4,Consumer,Arjun
4857,2025-07-27,East,Bihar,Office Supplies,Pen,10188,9,2827.0,Consumer,Karan
4858,2024-04-20,North,Haryana,Office Supplies,Pen,11376,9,835.81,Consumer,Sneha
4859,2026-01-02,East,West Bengal,Office Supplies,Notebook,3150,9,509.68,Home Office,Rohit
4860,2025-02-19,West,Gujarat,Office Supplies,Notebook,14562,9,1145.47,Consumer,Rohit
4861,2025-02-07,West,Rajasthan,Electronics,Mobile,9180,6,841.3,Corporate,Arjun
4862,2024-08-22,West,Rajasthan,Electronics,Mobile,4424,4,1251.19,Corporate,Amit
4863,2025-05-23,South,Telangana,Furniture,Sofa,5860,4,1749.78,Home Office,Anjali
4864,2025-05-31,South,Karnataka,Furniture,Sofa,2331,9,333.81,Consumer,Priya
4865,2024-11-04,West,Maharashtra,Furniture,Chair,9279,9,2395.24,Corporate,Vikram
4866,2024-05-06,North,Punjab,Office Supplies,Paper,11480,10,1301.51,Consumer,Anjali
4867,2025-12-07,North,UP,Furniture,Sofa,7668,9,1239.91,Corporate,Anjali
4868,2026-03-04,East,Odisha,Furniture,Table,4548,6,626.62,Corporate,Rahul
4869,2025-10-27,East,Bihar,Office Supplies,Printer,5425,5,700.04,Consumer,Rohit
4870,2024-12-14,North,UP,Electronics,Headphones,13041,9,1501.5,Corporate,Rahul
4871,2025-11-09,North,UP,Office Supplies,Paper,3612,2,983.99,Consumer,Anjali
4872,2024-12-18,North,UP,Office Supplies,Pen,9504,8,634.11,Consumer,Rohit
4873,2024-08-29,West,Gujarat,Furniture,Chair,10500,6,547.29,Consumer,Sneha
4874,2025-08-31,North,UP,Furniture,Sofa,5430,10,720.22,Consumer,Anjali
4875,2025-01-12,West,Maharashtra,Office Supplies,Pen,886,1,134.71,Home Office,Anjali
4876,2025-09-04,North,UP,Office Supplies,Paper,5556,6,446.81,Home Office,Rahul
4877,2025-02-10,South,Kerala,Office Supplies,Pen,6186,6,1080.17,Home Office,Priya
4878,2025-11-28,West,Maharashtra,Electronics,Tablet,10836,9,1606.47,Home Office,Arjun
4879,2025-04-10,West,Rajasthan,Electronics,Mobile,10233,9,652.94,Consumer,Meena
4880,2025-10-04,West,Gujarat,Electronics,Tablet,7515,9,1763.58,Consumer,Anjali
4881,2024-10-21,South,Tamil Nadu,Furniture,Table,14390,10,1768.77,Home Office,Amit
4882,2025-08-02,South,Tamil Nadu,Furniture,Sofa,6976,8,831.65,Home Office,Priya
4883,2024-05-20,South,Kerala,Office Supplies,Pen,1772,4,310.58,Consumer,Sneha
4884,2024-05-17,East,Bihar,Furniture,Table,4671,9,936.14,Home Office,Anjali
4885,2025-04-27,West,Gujarat,Furniture,Chair,365,1,28.18,Corporate,Priya
4886,2024-07-19,North,Haryana,Office Supplies,Printer,11220,10,1604.44,Consumer,Rohit
4887,2025-05-01,North,UP,Office Supplies,Notebook,1605,5,168.17,Consumer,Rahul
4888,2026-02-26,North,Punjab,Furniture,Sofa,800,2,160.95,Consumer,Anjali
4889,2024-10-26,West,Rajasthan,Electronics,Laptop,3140,10,786.61,Corporate,Vikram
4890,2025-03-23,East,Bihar,Furniture,Table,14808,8,1701.09,Consumer,Rahul
4891,2024-10-30,South,Karnataka,Electronics,Mobile,13352,8,1751.04,Consumer,Karan
4892,2024-08-10,West,Rajasthan,Electronics,Laptop,1586,1,223.82,Consumer,Anjali
4893,2025-05-05,West,Maharashtra,Electronics,Mobile,8808,8,2159.19,Consumer,Amit
4894,2024-10-08,East,West Bengal,Furniture,Chair,9192,8,1353.37,Home Office,Priya
4895,2024-06-18,West,Maharashtra,Electronics,Headphones,15534,9,1437.57,Home Office,Sneha
4896,2025-12-26,North,UP,Furniture,Desk,3782,2,769.51,Consumer,Priya
4897,2025-10-08,East,Odisha,Furniture,Chair,2004,2,509.86,Consumer,Priya
4898,2024-06-03,South,Karnataka,Office Supplies,Pen,1858,1,190.43,Consumer,Rahul
4899,2025-09-10,East,Odisha,Furniture,Chair,1443,3,296.49,Corporate,Vikram
4900,2025-08-30,East,Odisha,Office Supplies,Printer,6012,4,1433.0,Home Office,Meena
4901,2024-08-18,East,Bihar,Office Supplies,Notebook,3059,7,611.0,Home Office,Sneha
4902,2025-06-08,North,Delhi,Office Supplies,Notebook,11736,6,2448.41,Home Office,Karan
4903,2025-06-09,South,Telangana,Furniture,Desk,4995,5,618.18,Corporate,Rohit
4904,2024-07-29,North,Punjab,Furniture,Chair,10899,7,549.68,Home Office,Vikram
4905,2024-11-08,South,Tamil Nadu,Office Supplies,Notebook,918,1,193.23,Corporate,Anjali
4906,2024-11-03,East,Bihar,Electronics,Laptop,11268,9,568.1,Corporate,Anjali
4907,2024-06-19,East,West Bengal,Electronics,Laptop,3396,4,770.96,Corporate,Sneha
4908,2025-09-29,West,Rajasthan,Electronics,Mobile,11630,10,1578.51,Corporate,Rohit
4909,2025-07-01,South,Kerala,Office Supplies,Notebook,2300,4,116.53,Corporate,Rohit
